company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Salesforce,,,,,,cons,Commission structure is hard to understand - you never know what you commission check will look like,en,commission structure is hard to understand you never know what you commission check will look like,commission structure hard understand know commission check look like,9
Uber,,,,,,pros,Job autonomy is pretty cool,en,job autonomy is pretty cool,job autonomy pretty cool,4
Uber,,,,,,cons,The dining hall is kinda mid,en,the dining hall is kinda mid,dining hall kinda mid,4
Uber,,,,,,pros,"Its alright, pays and benefits are good",en,its alright pays and benefits are good,alright pay benefit good,4
Uber,,,,,,cons,Role does not exist anymore - LOB is closed,en,role does not exist anymore lob is closed,role exist anymore lob close,5
Uber,,,,,,pros,Remote work. Career advancement. Leadership.,en,remote work career advancement leadership,remote work career advancement leadership,5
Uber,,,,,,cons,Worked as an EAM for Uber’s DaaS program. Long hours and constant bugs.,en,worked as an eam for uber s daas program long hours and constant bugs,work eam uber s daas program long hour constant bug,10
Uber,,,,,,pros,"Energizing
 culture here, everyone is so boots on the ground, scrappy, committed to
 getting work done. A lot of passionate leaders. You can only be so 
enthusiastic about driving yet somehow we get it done. Top of the market
 compensation. Decent office amenities and high quality on-campus 
dining. No huge layoffs, the company operates efficiently. Every now and
 then you get a questionable hiring decision, but they hire fast and 
fire fast.",en,energizing culture here everyone is so boots on the ground scrappy committed to getting work done a lot of passionate leaders you can only be so enthusiastic about driving yet somehow we get it done top of the market compensation decent office amenities and high quality on campus dining no huge layoffs the company operates efficiently every now and then you get a questionable hiring decision but they hire fast and fire fast,energize culture boot ground scrappy commit get work lot passionate leader enthusiastic drive market compensation decent office amenity high quality campus dining huge layoff company operate efficiently questionable hire decision hire fast fire fast,34
Uber,,,,,,cons,"Insurance
 for a family is uber expensive, no dinner, no to-go boxes. Lots of 
restrictions on bringing your dog to the office. Extremely crowded on 
anchor days with a disorganized parking system. Not as many amenities as
 other big tech/FAANG. EV charging is ridiculously scarce. Not as much 
investment in having fun or building genuine connections at work.",en,insurance for a family is uber expensive no dinner no to go boxes lots of restrictions on bringing your dog to the office extremely crowded on anchor days with a disorganized parking system not as many amenities as other big tech faang ev charging is ridiculously scarce not as much investment in having fun or building genuine connections at work,insurance family uber expensive dinner box lot restriction bring dog office extremely crowded anchor day disorganized parking system amenity big tech faang ev charging ridiculously scarce investment have fun build genuine connection work,33
Uber,,,,,,pros,Choose your own time and day,en,choose your own time and day,choose time day,3
Uber,,,,,,cons,"Low rates per trip, getting lower daily, fuel price increase",en,low rates per trip getting lower daily fuel price increase,low rate trip get low daily fuel price increase,9
Uber,,,,,,pros,"Good Culture
Well Paid 
Good Hours",en,good culture well paid good hours,good culture pay good hour,5
Uber,,,,,,cons,Unorganized at times. But company isn't.,en,unorganized at times but company isn t,unorganize time company isn t,5
Uber,,,,,,pros,"good work culture , ethics and team",en,good work culture ethics and team,good work culture ethic team,5
Uber,,,,,,cons,"Slow career growth, after a point there is nothing new to learn",en,slow career growth after a point there is nothing new to learn,slow career growth point new learn,6
Uber,,,,,,pros,Work life balance is there and good perks,en,work life balance is there and good perks,work life balance good perk,5
Uber,,,,,,cons,Got laid off within 3 months of hiring,en,got laid off within months of hiring,get lay month hire,4
Uber,,,,,,pros,Flexibility to work when you want is it.,en,flexibility to work when you want is it,flexibility work want,3
Uber,,,,,,cons,"Rates have dropped, commissions are ridiculous, so working way more than we needed to.",en,rates have dropped commissions are ridiculous so working way more than we needed to,rate drop commission ridiculous work way need,7
Uber,,,,,,pros,"Uber Perks(In app benefits)
Short/Long Term Assignments for Internal Teams
Really Amazing People",en,uber perks in app benefits short long term assignments for internal teams really amazing people,uber perk app benefit short long term assignment internal team amazing people,12
